interview__key,aggree,date,Q1,Q2,Q3C,Q4,Q5,Q6,Q6_oth,Q7,Q8,Q9,Q10,Q11A,Q11B,B1,B2,B3,B3_oth,B4,B4_oth,B5,B6A,B6B,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C16_oth,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,E1,E2,E3,E4,E4_1,E5,E6,E7,E8,E9,E10,E11__1,E11__2,E11__3,E11__4,E11__5,E11__6,E11_oth,E12,E13,E14,E15,E16A,E16B,E17,E18,E19,E20,E21,E22A,E22B,E23,E24,E25,E26,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38__0,E38__1,E38__2,E38__3,E38__4,E39__0,E39__1,E39__2,E39__3,E39__4,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51_m,E51_f,E52,E53,E53_1,E54,F1,F2,F3,F4,F5,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,H26,H27,H28,H29
70-42-03-56,Yes,18/09/ 2014,Not Answered,Amhara,Bahir Dar,Hr Directorate,Senior offic,Employed Ful,,9,3,3,6,5,6,29,Male,Single,,University d,,Refused,,,Neutral,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Male,Somewhat sat,,To a great e,To a great e,To the fulle,To a great e,To a great e,To a moderat,To a moderat,To a limited,To a moderat,To a moderat,To a moderat,Yes,Neutral,No,No, ,To a moderat,To a limited,To a limited,No,No,To some exte,,,,,,,,No,No,No,Don't Know,6,3,Yes,No,Yes,Yes,Yes,0,4,To a great e,Yes,To a moderat,To a limited,To a limited,To a limited,Don't Know,,To a moderat,No,Don't Know,To a moderat,To a moderat,Yes,not allowed to disturb in the office,##N/A##,##N/A##,##N/A##,##N/A##,adjusted dress,##N/A##,##N/A##,##N/A##,##N/A##,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a limited,To a limited,To a limited,To a limited,Don't Know,To a limited,70,30,Yes,Some, ,Don't know,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a limited,To a great e,To a limited,To a limited,To a limited,Not at all,Not at all,Not at all,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,To a moderat,To a limited,To a limited,To a limited,Not at all,Not at all,Not at all,To a limited
38-96-44-01,Yes,22/09/ 2014,Expert,Addis Ababa,Addis Abab,Not Answered,Middle level,Employed Ful,,16,7,7,9,4,0,31,Male,Married,,University d,,Refused,0,0,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Male,Somewhat sat,,To a limited,To a limited,To a moderat,To a limited,To a moderat,To a limited,To a limited,To a moderat,To a limited,To a moderat,To a limited,Yes,Agree,Yes,No, ,To a limited,To a moderat,To a moderat,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,No,To some exte,Don't Know,Refused,Refused,Don't Know,Don't Know,Don't Know,,Don't Know,,,To a moderat,Don't Know,Don't know,Don't know,To a moderat,To a moderat,Don't Know,,To the fulle,Don't Know,Don't Know,To a moderat,To a moderat,No,,,,,,,,,,,To a moderat,To a moderat,To a moderat,To a great e,To a great e,Don't know,Don't know,Don't know,Don't know,Don't Know,Don't know,Don't know,Don't know,Yes,Some, ,To a moderat,To a limited,To a limited,To a limited,To a moderat,To a limited,To a great e,To a moderat,To a moderat,To a limited,To a limited,To a moderat,To a moderat,To a limited,To a moderat,To a limited,Don't know,Don't know,Don't know,Don't know,Don't know,To a limited,To a limited,To a limited,To a moderat,To a limited,To a moderat,To a moderat,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited
34-44-27-93,Yes,17/09/ 2014,Not Answered,Sidama,Hawassa,Not Answered,Middle level,Employed Ful,,5,2,1,1,3,4,40,Male,Married,,University d,,7000,0,1,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly agr,Strongly agr,Neutral,Neutral,Disagree,Strongly agr,Male,Satisfied,,To a great e,To a great e,To a moderat,To a limited,To a limited,To the fulle,To the fulle,To a moderat,To a limited,To a limited,To a limited,Yes,Agree,Yes,No, ,Not at all,To a moderat,To a great e,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,No,No,No,No,3,2,No,No,No,,No,,,To a limited,Yes,To a moderat,To a moderat,To the fulle,To the fulle,No,,To a great e,No,No,To a great e,To a great e,No,,,,,,,,,,,To the fulle,To a great e,To a moderat,To a moderat,To a limited,To a limited,To a moderat,To a limited,To a moderat,No,To the fulle,80,20,No,No, ,To a moderat,To a moderat,To a limited,To a moderat,To a moderat,To a limited,To a limited,To a limited,To a limited,To a limited,Not at all,To a moderat,To a moderat,To a great e,To a moderat,To a moderat,To a limited,To a limited,To a limited,To a limited,To a moderat,To a moderat,To a moderat,To a limited,To a limited,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,To a limited,To a limited,To a limited,To a limited,Not at all
54-46-09-12,Yes,16/09/ 2014,Agriculture Expert,Sidama,Hawassa,Root Crop And Vegetables Directoret,Middle level,Employed Ful,,4,0,0,5,6,0,37,Male,Married,,University d,,6000,3,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Male,Extremely sa,,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,Yes,Agree,No,No, ,To a great e,To a limited,To the fulle,No,No,No,,,,,,,,Yes,No,No,No,4,0,No,Don't Know,No,,Yes,,,To a moderat,Don't Know,To a limited,To a moderat,To a moderat,To a moderat,Yes,To a great e,To a limited,No,Yes,Don't know,To a great e,No,,,,,,,,,,,Don't know,To the fulle,To the fulle,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,Don't Know,To a limited,90,10,No,Some, ,Don't know,Not at all,To a limited,To a moderat,To a great e,To a great e,Not at all,To a great e,To a great e,Not at all,To a moderat,To a limited,To a limited,To a moderat,To a limited,Not at all,Not at all,Not at all,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,Don't know,To a limited,Not at all,To a limited,To a limited,To a limited,To a limited,To a limited,To a great e,To a great e,To a great e,Don't know
66-80-88-93,Yes,17/09/ 2014,Budget Expert,Amhara,Bahir Dar,Planning And Budget Monitoring Directorate,Middle level,Employed Ful,,8,1,1,7,10,0,48,Male,Married,,University d,,8017,2,2,Disagree,Disagree,Strongly agr,Agree,Strongly agr,Disagree,Disagree,Agree,Strongly dis,Disagree,Strongly dis,Neutral,Neutral,Neutral,Male,Extremely sa,,Not at all,To the fulle,To a great e,To a great e,To the fulle,To the fulle,To the fulle,Not at all,To a limited,To a limited,To a great e,Yes,Agree,No,No, ,To a limited,Don't know,Don't know,No,No,To some exte,,,,,,,,No,No,No,Yes,7,1,Yes,No,Yes,Yes,Don't Know,0,4,To a great e,No,To a limited,Don't know,To a moderat,To the fulle,Don't Know,,Don't know,No,No,To a limited,To a moderat,No,,,,,,,,,,,To a limited,To a moderat,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't Know,Don't know,88,12,Don't Know,Don't know, ,Don't know,Don't know,To a limited,Not at all,To a limited,To a limited,To a limited,To a limited,To a moderat,Don't know,Don't know,To a limited,Don't know,To a moderat,To a limited,To a limited,Not at all,Not at all,Not at all,To a limited,To a limited,Don't know,To a limited,Don't know,Don't know,To a limited,Not at all,To a limited,To a moderat,Not at all,Don't know,Don't know,To a limited,To a great e,Don't know
37-51-35-56,Yes,17/09/ 2014,Extension Expert,Amhara,Bahir Dar,Input Extension Directorate,Senior offic,Employed Ful,,12,4,2,8,12,3,51,Male,Married,,University d,,23024,3,0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Male,Satisfied,,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,Yes,Agree,Yes,No, ,To the fulle,To the fulle,To the fulle,No,No,To some exte,,,,,,,,No,No,To some exte,Yes,8,4,Yes,No,Yes,Yes,Yes,0,6,To a limited,No,To the fulle,To the fulle,To a moderat,To the fulle,Yes,To a moderat,To a moderat,No,No,To a moderat,To the fulle,No,,,,,,,,,,,To the fulle,Don't know,Don't know,To the fulle,To a great e,To the fulle,To a great e,To the fulle,To the fulle,No,To a great e,87,13,No,No, ,To a limited,To a moderat,To a moderat,Not at all,To a limited,To a limited,To a moderat,To a moderat,To a great e,To a great e,To a great e,To a moderat,To a moderat,To a limited,To a moderat,To a moderat,Not at all,Not at all,Not at all,To a moderat,To a great e,Not at all,To a limited,To the fulle,To a limited,To a moderat,To a limited,To the fulle,To a great e,Not at all,To the fulle,To the fulle,To the fulle,To the fulle,To a great e
29-40-92-35,Yes,19/09/ 2014,Secretary,Amhara,Bahir Dar,Office Administration,Lower (less,Employed Ful,,2,2,1,0,1,8,23,Female,Single,,University d,,Refused,,,Disagree,Strongly agr,Strongly agr,Disagree,Strongly agr,Agree,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Male,Satisfied,,To a limited,To a great e,To the fulle,Don't know,Don't know,To a great e,To a great e,To a moderat,To a moderat,To a moderat,Don't know,Yes,Neutral,Yes,No, ,To a moderat,Don't know,Don't know,No,No,Yes,No,No,No,Yes,No,No,,No,No,No,No,0,2,Yes,Yes,Yes,Yes,Yes,0,4,To a limited,Don't Know,Don't know,To a great e,To a moderat,To the fulle,Don't Know,,Don't know,Don't Know,Don't Know,To a great e,To a limited,No,,,,,,,,,,,To a limited,To the fulle,To a great e,Don't know,To a great e,Don't know,Don't know,To a moderat,To a limited,Don't Know,Don't know,63,37,Don't Know,Some, ,Don't know,Don't know,To a limited,To a moderat,To a limited,To a limited,To a great e,To a great e,Don't know,To a great e,To a moderat,Don't know,To the fulle,Don't know,To a great e,To a great e,Don't know,Don't know,Don't know,To a great e,To a moderat,To the fulle,Don't know,To the fulle,To a great e,Don't know,Don't know,Don't know,Not at all,Don't know,Don't know,To the fulle,Don't know,Don't know,Don't know
96-47-64-60,Yes,22/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Expert,Senior offic,Employed Ful,,18,2,2,16,18,0,51,Male,Married,,University d,,6000,1,,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly dis,Disagree,Strongly dis,Disagree,Disagree,Agree,Disagree,Disagree,Male,Somewhat sat,,To a moderat,To a great e,To a great e,To a great e,To a moderat,To a great e,To a great e,To the fulle,To the fulle,To a great e,To the fulle,No,Disagree,No,No, ,To a moderat,To a limited,To a moderat,No,No,No,,,,,,,,No,No,No,Don't Know,Don't Know.,Don't Know.,Don't Know,Don't Know,Don't Know,,Don't Know,,,To the fulle,Don't Know,To the fulle,To the fulle,To the fulle,To the fulle,Don't Know,,To the fulle,Don't Know,Don't Know,To the fulle,To the fulle,No,,,,,,,,,,,To the fulle,To the fulle,To a great e,To the fulle,To the fulle,To the fulle,Don't know,To the fulle,To the fulle,No,To the fulle,Don't know,Don't know,No,No, ,To a great e,To a moderat,To a great e,To a great e,Don't know,To a great e,To a moderat,To a great e,To a moderat,To a moderat,To a limited,To a moderat,To a moderat,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a great e,To a moderat,To a limited,To a limited,To a moderat,To a limited,To a limited,To a moderat,To a limited,To a limited,To a moderat,To a moderat,To the fulle
47-86-25-76,Yes,18/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Expert,Senior offic,Employed Ful,,17,3,3,14,4,0,37,Male,Single,,University d,,Refused,,,Strongly dis,Strongly dis,Strongly dis,Strongly dis,Strongly dis,Strongly dis,Disagree,Disagree,Strongly dis,Disagree,Strongly dis,Disagree,Agree,Disagree,Male,Satisfied,,To a limited,To a limited,To a limited,To a great e,To the fulle,To a moderat,To a limited,To a moderat,Not at all,Not at all,To a moderat,No,Neutral,No,No, ,To the fulle,To a great e,Not at all,No,No,No,,,,,,,,No,No,No,Don't Know,Don't Know.,Don't Know.,No,Don't Know,Don't Know,,Don't Know,,,To the fulle,Don't Know,To the fulle,To a great e,Don't know,Don't know,Don't Know,,To the fulle,No,Don't Know,To the fulle,To a great e,No,,,,,,,,,,,To the fulle,To the fulle,To a great e,To a great e,To the fulle,To the fulle,Don't know,Don't know,To a great e,Don't Know,Don't know,Don't know,Don't know,No,No, ,To a moderat,To a moderat,To a limited,To a moderat,To a limited,To a moderat,To a great e,To a moderat,To the fulle,To the fulle,To the fulle,To a great e,To the fulle,To a moderat,Don't know,To a moderat,To a moderat,To a limited,To a limited,To a moderat,To a limited,To the fulle,To the fulle,To a moderat,To a limited,Not at all,To a limited,To a great e,To a great e,Not at all,Don't know,To a limited,To a limited,To a limited,To a limited
58-61-23-73,Yes,20/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Expert,Senior offic,Employed Ful,,7,2,2,5,6,0,29,Male,Single,,University d,,Refused,,,Neutral,Agree,Agree,Disagree,Disagree,Strongly dis,Strongly dis,Strongly dis,Disagree,Neutral,Strongly dis,Strongly dis,Disagree,Disagree,Male,Somewhat sat,,To a great e,To a moderat,Not at all,To a limited,To a limited,Don't know,Don't know,To the fulle,Not at all,To a limited,To a moderat,No,Disagree,No,No, ,To the fulle,To a great e,To the fulle,No,No,No,,,,,,,,No,No,To some exte,Don't Know,Don't Know.,Don't Know.,No,No,No,,No,,,To the fulle,Don't Know,To the fulle,To the fulle,To the fulle,To the fulle,Don't Know,,Don't know,No,No,To the fulle,To the fulle,No,,,,,,,,,,,To the fulle,To a great e,To a great e,To a moderat,To the fulle,Don't know,To the fulle,To the fulle,To the fulle,Don't Know,Don't know,Don't know,Don't know,No,Don't know, ,Don't know,To a great e,To a moderat,To a moderat,To a moderat,To a great e,To the fulle,To a moderat,Don't know,Don't know,Don't know,To a great e,To the fulle,To the fulle,To the fulle,To a great e,Don't know,Don't know,Don't know,Don't know,Don't know,To the fulle,To the fulle,To the fulle,To the fulle,To a great e,To a moderat,Not at all,Not at all,To a great e,To a limited,To a great e,To a great e,To a great e,To a great e
84-21-14-53,Yes,22/09/ 2014,Agriculture Expert,Amhara,Bahir Dar,Crop Development Protection Directorate,Middle level,Employed Ful,,10,4,1,5,30,0,55,Male,Married,,University d,,6000,0,0,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Male,Somewhat sat,,Not at all,Not at all,To a great e,To a great e,To a moderat,To a limited,To a limited,To a limited,Not at all,Not at all,To a limited,No,Neutral,No,No, ,Don't know,Don't know,Don't know,No,No,To some exte,,,,,,,,No,No,No,Don't Know,6,4,Don't Know,No,Don't Know,,Yes,,,Don't know,No,Don't know,Don't know,Don't know,Don't know,Don't Know,,Don't know,No,No,Don't know,To a moderat,No,,,,,,,,,,,Don't know,To a great e,To a limited,To a limited,To a limited,Don't know,Don't know,Don't know,Don't know,Don't Know,Don't know,60,40,No,Don't know, ,Don't know,Don't know,Don't know,Not at all,To the fulle,To the fulle,To a limited,To a great e,Not at all,Don't know,Don't know,To a limited,Not at all,Not at all,To a great e,To a great e,Don't know,Don't know,Not at all,To the fulle,To a great e,To a limited,To the fulle,To the fulle,To the fulle,Don't know,Don't know,Don't know,Don't know,Don't know,Not at all,Not at all,Not at all,Don't know,Don't know
25-66-68-40,Yes,22/09/ 2014,Cashier,Amhara,Bahir Dar,Finance Directorate,Lower (less,Researcher/e,,13,1,1,12,26,11,48,Female,Married,,University d,,6000,2,1,Strongly dis,Disagree,Agree,Disagree,Agree,Disagree,Neutral,Strongly dis,Disagree,Strongly dis,Disagree,Strongly dis,Strongly dis,Agree,Male,Satisfied,,Not at all,To a moderat,To the fulle,To a limited,To a great e,To the fulle,To a great e,To a great e,To a moderat,To the fulle,To the fulle,No,Agree,Yes,No, ,To a limited,To a moderat,To a great e,No,No,To some exte,,,,,,,,No,No,No,No,12,1,Yes,No,Yes,Yes,Yes,0,4,To a limited,No,To a limited,To a moderat,Don't know,To a limited,No,,To a moderat,No,No,To a moderat,To a limited,No,,,,,,,,,,,Don't know,To a great e,To a moderat,To a limited,To a moderat,To a limited,Don't know,To a moderat,To a moderat,No,To a moderat,60,40,No,No, ,To a limited,Not at all,To a limited,Don't know,To a limited,To a limited,To a limited,Not at all,To a moderat,To a moderat,To a limited,To a limited,To a moderat,To a limited,To a limited,To a limited,To a limited,Not at all,Not at all,To a limited,To a limited,To a moderat,To a limited,Not at all,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,Not at all,To a limited,To a limited,Not at all,To a limited
49-49-89-32,Yes,17/09/ 2014,Secretary,Amhara,Bahir Dar,Vice Administrator Office,Lower (less,Employed Ful,,2,1,0,1,7,2,42,Female,Married,,University d,,Refused,2,0,Agree,Strongly agr,Disagree,Neutral,Agree,Disagree,Disagree,Strongly dis,Strongly dis,Strongly dis,Disagree,Disagree,Neutral,Neutral,Male,Satisfied,,To the fulle,To a limited,Don't know,To a great e,To a moderat,To a limited,To a great e,To a great e,To a moderat,Don't know,Don't know,Yes,Neutral,No,Yes,Not Answered,To a moderat,Don't know,Don't know,No,No,No,,,,,,,,No,No,No,Don't Know,1,1,No,No,No,,No,,,Not at all,No,Don't know,To a limited,Don't know,To the fulle,Yes,To a limited,To the fulle,Don't Know,Don't Know,To a great e,To a great e,No,,,,,,,,,,,Don't know,To the fulle,To a limited,To a limited,Don't know,Don't know,To a moderat,To a great e,To a limited,Don't Know,To a moderat,75,25,Don't Know,No, ,Don't know,To a moderat,To a great e,Don't know,To a moderat,To the fulle,To a limited,Not at all,Don't know,To a great e,To a great e,To a moderat,To a moderat,Not at all,To a great e,Not at all,To a limited,To a limited,To a moderat,To a limited,To a moderat,To a moderat,To a great e,To a great e,To a great e,To a moderat,Not at all,To a great e,To a limited,Don't know,Don't know,To a moderat,To a moderat,To the fulle,To a great e
22-89-89-48,Yes,18/09/ 2014,Psnp  Expert,Sidama,Hawassa,Psnp,Senior offic,Employed Ful,,5,2,2,2,12,0,40,Male,Married,,University d,,12000,2,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Male,Satisfied,,Not at all,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To the fulle,To a great e,To a moderat,To a great e,Yes,Strongly agr,No,Yes,not answered,To a moderat,To a great e,To a great e,Yes,Yes,Yes,No,Yes,No,No,No,No,,No,No,Yes,Yes,3,2,No,No,No,,Yes,,,To a moderat,No,To a great e,To a great e,To a great e,To a moderat,Yes,To a moderat,To a moderat,No,Yes,To a moderat,To a great e,No,,,,,,,,,,,To a great e,To the fulle,To the fulle,To a moderat,To a limited,To a moderat,Don't know,To a limited,To a moderat,Don't Know,To a moderat,70,30,Don't Know,Some, ,Don't know,Not at all,To a moderat,To a moderat,To a great e,To a great e,To a moderat,To a great e,To a moderat,To a limited,To a moderat,To a moderat,To a moderat,To a great e,To a great e,To the fulle,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To a great e,To a moderat,To a moderat,To a great e,To a moderat,To a great e,To a great e,To a limited,To a great e,To the fulle,To the fulle,To the fulle,To a moderat
